id|authentication_methods|latitude|longitude|payment_methods|images|operator|operator:website|operator:type|operator:phone|operator:email|network|capacity|ele|check_date|opening_hours
1559|[0, 32]|52.2250536|17.27238|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2019-06-22|24/7
1560|[0, 32]|52.2295881|17.2793055|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2019-06-22|24/7
1561|[0, 32]|52.2368335|17.2932181|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2019-06-22|24/7
35806|[0, 32]|53.9130432|14.4341898|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2019-12-16|24/7
6994|[0, 32]|50.6673534|17.9231107|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-01-25|24/7
32503|[0, 32]|52.3856215|16.8902993|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-04-03|24/7
32504|[0, 32]|52.3856215|16.8902993|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-04-03|24/7
32505|[0, 32]|52.3856215|16.8902993|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-04-03|24/7
32506|[0, 32]|52.3856215|16.8902993|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-04-03|24/7
32507|[0, 32]|52.3856215|16.8902993|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-04-03|24/7
33620|[0, 32]|51.2303374|20.8652365|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-04-21|24/7
37781|[0, 32]|54.0296714|22.8955936|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-06-10|24/7
37376|[0, 32]|51.0195|16.9039|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-08|24/7
37787|[0, 32]|52.435154|16.826937|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-20|24/7
37788|[0, 32]|52.463434|16.903218|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-20|24/7
37791|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
37792|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
37793|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
37794|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
37795|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
37796|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
37797|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
37798|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
37799|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
37800|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
37801|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
37802|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
37803|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
37804|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
37805|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
37806|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
37807|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
37808|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
98064|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
98065|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
98066|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
98067|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
104648|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
104649|[0, 32]|52.2287|20.9994|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2020-10-21|24/7
39489|[0, 32]|52.4792392|16.8696412|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-03-15|24/7
40234|[0, 32]|50.8448314|17.418834|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-01-15|24/7
40482|[0, 32]|50.8462942|17.4194122|[1]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1||2021-01-15|24/7
40800|[0, 32]|52.4075472|16.8665261|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-03-02|24/7
40801|[0, 32]|52.4075472|16.8665261|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-03-02|24/7
40864|[2, 4, 8, 32]|52.448|16.993|[4, 32]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1||2022-03-10|24/7
40868|[8, 32, 8192]|52.707569|16.376835|[4, 16, 32, 128]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1||2021-01-28|24/7
41640|[8, 32, 8192]|52.4127273|16.8866944|[2, 16, 32]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1||2021-04-07|24/7
41758|[0, 32]|52.1127706|20.6236658|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2022-02-01|24/7
41759|[0, 32]|52.1127706|20.6236658|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2022-02-01|24/7
41935|[8, 32, 8192]|52.2024063|20.9551876|[2, 4, 16, 32]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-06-14|24/7
42734|[32]|51.02660702|14.94640917|[4]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|55|2021-06-11|24/7
43649|[0]|52.2287|20.9991|[1]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-09-13|24/7
43650|[0]|52.2287|20.9991|[1]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-09-13|24/7
43651|[0]|52.2287|20.9991|[1]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-09-13|24/7
43652|[0]|52.2287|20.9991|[1]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-09-13|24/7
43653|[0]|52.2287|20.9991|[1]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-09-13|24/7
43654|[0]|52.2287|20.9991|[1]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-09-13|24/7
43899|[8, 32]|52.2287|20.9991|[1]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-09-13|24/7
43900|[8, 32]|52.2287|20.9991|[1]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-09-13|24/7
43005|[32]|50.301819|19.492584|[128]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1||2021-07-05|24/7
43085|[0, 32]|52.843857|14.1305899|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-07-16|24/7
43241|[0, 32]|50.1731909|18.9001468|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-08-06|24/7
43242|[0, 32]|50.1731909|18.9001468|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-08-06|24/7
43346|[0, 32]|50.06638342|19.96829301|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-08-18|24/7
43347|[0, 32]|50.06638342|19.96829301|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-08-18|24/7
43744|[0, 32]|54.4503549|18.5628306|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-09-24|24/7
43745|[0, 32]|54.5037533|18.5358712|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|Texo Invest Adam Rymarski Spółka Jawna|1|997|2022-02-27|24/7
51093|[0, 32]|50.0322|18.6078|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-10-20|24/7
65017|[0, 32]|52.1904376|20.9824321|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-11-08|24/7
65018|[0, 32]|52.1904376|20.9824321|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-11-08|24/7
72528|[8, 32, 8192]|52.18931|20.98437|[2, 32]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-11-09|24/7
66237|[0, 32]|53.925769|15.2051693|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|Hydrogryf Sp. z o.o.|1|997|2022-02-24|24/7
69147|[0, 32]|50.25833776|19.01926777|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-11-22|24/7
69148|[0, 32]|50.25833776|19.01926777|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-11-22|24/7
69149|[0, 32]|50.25833776|19.01926777|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-11-22|24/7
69150|[0, 32]|50.25833776|19.01926777|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-11-22|24/7
69750|[0, 32]|50.25833776|19.01926777|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2021-11-22|24/7
72541|[8, 32]|52.18931|20.98437|[2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1||2021-12-02|24/7
97935|[0, 32]|52.4030843|16.9566315|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|Firma Karlik Malta|1|997|2022-03-27|24/7
98746|[0, 32]|52.3685805|16.9886152|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2022-04-27|24/7
98747|[0, 32]|52.3685805|16.9886152|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2022-04-27|24/7
98748|[0, 32]|52.3685805|16.9886152|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2022-04-27|24/7
104568|[0, 32]|52.3685805|16.9886152|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2022-04-27|24/7
105561|[0, 32]|52.3685805|16.9886152|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2022-04-27|24/7
99498|[0, 32]|52.2315471|20.9798317|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|Wola Center Spółka z o.o.|1|997|2022-05-26|24/7
99499|[0, 32]|52.2315471|20.9798317|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|Wola Center Spółka z o.o.|1|997|2022-05-26|24/7
99500|[0, 32]|52.2315471|20.9798317|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|Wola Center Spółka z o.o.|1|997|2022-05-26|24/7
101471|[0, 32]|52.2315471|20.9798317|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|Wola Center Spółka z o.o.|1|997|2022-05-26|24/7
101472|[0, 32]|52.2315471|20.9798317|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|Wola Center Spółka z o.o.|1|997|2022-05-26|24/7
101473|[0, 32]|52.2315471|20.9798317|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|Wola Center Spółka z o.o.|1|997|2022-05-26|24/7
101474|[0, 32]|52.2315471|20.9798317|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|Wola Center Spółka z o.o.|1|997|2022-05-26|24/7
101475|[0, 32]|52.2315471|20.9798317|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|Wola Center Spółka z o.o.|1|997|2022-05-26|24/7
101476|[0, 32]|52.2315471|20.9798317|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|Wola Center Spółka z o.o.|1|997|2022-05-26|24/7
99876|[0, 32]|52.2144619|20.8491887|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|Jawo Sp. z o.o.|1|997|2022-07-02|24/7
101382|[0, 32]|53.8145489|22.3738074|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|IMMO SI Polska Spółka z o.o.|1|997|2022-12-15|24/7
101383|[0, 32]|53.8145489|22.3738074|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|IMMO SI Polska Spółka z o.o.|1|997|2022-12-15|24/7
102461|[0, 32]|50.0726479|21.7670389|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|EV PLUS Spółka z ograniczoną odpowiedzialnością|1|997|2022-08-02|24/7
103510|[0, 32]|53.3382082|15.0333371|[1, 2]|[]|EV PLUS Spółka z ograniczoną odpowiedzialnością|http://evplus.com.pl|1|533708555|biuro@evplus.com.pl|Musing Bud|1|997|2022-12-19|24/7
