__lat,__lon,name,addr:postcode,phone,email,short_name
54.3492919,18.6399216,Regionalny Zarząd Gospodarki Wodnej w Gdańsku,80-804,+48 58 326 18 88,gdansk@wody.gov.pl,RZGW w Gdańsku
53.6863244,17.5711009,Zarząd Zlewni w Chojnicach,89-600,+48 52 397 52 02,zz-chojnice@wody.gov.pl,
54.1463946,19.3986639,Zarząd Zlewni w Elblągu,82-300,+48 55 232 57 25,zz-elblag@wody.gov.pl,
54.3847687,18.5936752,Zarząd Zlewni w Gdańsku,80-266,+48 58 559 92 16,zz-gdansk@wody.gov.pl,
54.0703008,18.7779965,Zarząd Zlewni w Tczewie,83-110,+48 58 531 36 47,zz-tczew@wody.gov.pl,
53.0075847,18.5929639,Zarząd Zlewni w Toruniu,87-100,+48 56 657 78 41,zz-torun@wody.gov.pl,
53.6862609,17.5709776,Nadzór Wodny w Chojnicach,89-600,+48 52 336 03 23,nw-chojnice@wody.gov.pl,
53.6687312,17.360678,Nadzór Wodny w Człuchowie,77-300,+48 59 834 33 84,nw-czluchow@wody.gov.pl,
53.4008987,18.405794,Nadzór Wodny w Świeciu,86-105,+48 57 234 26 45,nw-swiecie@wody.gov.pl,
53.5768362,17.8803331,Nadzór Wodny w Tucholi,89-500,+48 57 234 26 41,nw-tuchola@wody.gov.pl,
54.3877564,19.828822,Nadzór Wodny w Braniewie,14-500,+48 55 243 28 73,nw-braniewo@wody.gov.pl,
54.146536,19.3984171,Nadzór Wodny w Elblągu,82-300,+48 55 232 44 65,nw-elblag@wody.gov.pl,
54.0395904,19.0735204,Nadzór Wodny w Malborku,82-200,+48 55 272 34 25,nw-malbork@wody.gov.pl,
54.2153496,19.116242,Nadzór Wodny w Nowym Dworze Gdańskim,82-100,+48 55 246 26 49,nw-nowydworgdanski@wody.gov.pl,
53.5865772,20.2900811,Nadzór Wodny w Olsztynku,11-015,+48 89 519 56 24,nw-olsztynek@wody.gov.pl,
54.1868679,17.4897236,Nadzór Wodny w Bytowie,77-100,+48 59 822 13 60,nw-bytow@wody.gov.pl,
54.3922061,18.6450234,Nadzór Wodny w Gdańsku,80-266,+48 58 559 92 28,nw-gdansk@wody.gov.pl,
54.5203437,18.5251433,Nadzór Wodny w Gdyni,81-332,+48 58 735 63 54,nw-gdynia@wody.gov.pl,
54.3324721,18.2028173,Nadzór Wodny w Kartuzach,83-300,+48 58 681 00 16,nw-kartuzy@wody.gov.pl,
54.5343595,17.7561137,Nadzór Wodny w Lęborku,84-300,+48 59 862 13 00,nw-lebork@wody.gov.pl,
54.2505559,18.639742,Nadzór Wodny w Pruszczu Gdańskim,83-000,+48 60 183 08 28,nw-pruszczgdanski@wody.gov.pl,
54.7202914,18.4114135,Nadzór Wodny w Pucku,84-100,+48 58 673 29 11,nw-puck@wody.gov.pl,
54.6102628,18.3631231,Nadzór Wodny w Redzie,84-240,+48 58 678 64 07,nw-reda@wody.gov.pl,
54.4660964,17.0337326,Nadzór Wodny w Słupsku,76-200,+48 59 840 07 90,nw-slupsk@wody.gov.pl,
53.489409,18.7522534,Nadzór Wodny w Grudziądzu,86-300,+48 56 461 30 02,nw-grudziadz@wody.gov.pl,
53.5842758,19.5782927,Nadzór Wodny w Iławie,14-200,+48 89 644 86 06,nw-ilawa@wody.gov.pl,
54.1231385,17.9986956,Nadzór Wodny w Kościerzynie,83-400,+48 58 686 37 93,nw-koscierzyna@wody.gov.pl,
53.7291152,18.9242256,Nadzór Wodny w Kwidzynie,82-500,+48 55 279 25 62,nw-kwidzyn@wody.gov.pl,
53.9692049,18.5302325,Nadzór Wodny w Starogardzie,83-200,+48 58 562 23 32,nw-starogardgdanski@wody.gov.pl,
54.0703858,18.7781788,Nadzór Wodny w Tczewie,83-110,+48 58 530 41 20,nw-tczew@wody.gov.pl,
53.2756354,18.9460189,Nadzór Wodny w Wąbrzeźnie,87-200,+48 56 688 24 50,nw-wabrzezno@wody.gov.pl,
53.2580539,19.4067753,Nadzór Wodny w Brodnicy,87-300,+48 56 649 82 57,nw-brodnica@wody.gov.pl,
53.379185,18.4743351,Nadzór Wodny w Chełmnie,86-200,+48 56 676 19 71,nw-chelmno@wody.gov.pl,
53.1042812,19.0634996,Nadzór Wodny w Golubiu-Dobrzyniu,87-400,+48 57 233 86 75,nw-golubdobrzyn@wody.gov.pl,
52.849244,19.1966347,Nadzór Wodny w Lipnie,87-600,+48 54 233 13 76,nw-lipno@wody.gov.pl,
53.4275393,19.588111,Nadzór Wodny w Nowym Mieście Lubawskim,13-300,+48 57 233 83 65,nw-nowemiastolubawskie@wody.gov.pl,
53.7085951,19.9582169,Nadzór Wodny w Ostródzie,14-100,+48 89 646 25 23,nw-ostroda@wody.gov.pl,
53.0650926,19.4193869,Nadzór Wodny w Rypinie,87-500,+48 54 230 50 33,nw-rypin@wody.gov.pl,
53.0076121,18.5935057,Nadzór Wodny w Toruniu,87-100,+48 51 527 50 65,nw-torun@wody.gov.pl,
50.0598233,19.9285488,Regionalny Zarząd Gospodarki Wodnej w Krakowie,31-109,+48 12 628 41 06,krakow@wody.gov.pl,RZGW w Krakowie
50.886793,20.6248944,Zarząd Zlewni w Kielcach,25-662,+48 41 334 00 98,zz-kielce@wody.gov.pl,
50.0557059,19.925373,Zarząd Zlewni w Krakowie,30-102,+48 12 629 06 00,zz-krakow@wody.gov.pl,
49.6271241,20.7050933,Zarząd Zlewni w Nowym Sączu,33-300,+48 18 441 37 89,zz-nowysacz@wody.gov.pl,
50.6791282,21.7507975,Zarząd Zlewni w Sandomierzu,27-600,+48 12 628 42 42,zz-sandomierz@wody.gov.pl,
49.6908651,19.1967678,Zarząd Zlewni w Żywcu,34-300,+48 12 628 41 32,zz-zywiec@wody.gov.pl,
50.4627475,20.7190889,Nadzór Wodny w Busku Zdroju,28-100,+48 53 203 33 07,nwbusko@wody.gov.pl,
50.6396694,20.2971119,Nadzór Wodny w Jędrzejowie,28-300,+48 53 203 31 40,nwjedrzejow@wody.gov.pl,
50.8861484,20.6245651,Nadzór Wodny w Kielcach,25-662,+48 41 342 52 24,nwkielce@wody.gov.pl,
50.2681785,20.4829459,Nadzór Wodny w Kazimierzy Wielkiej,28-500,+48 52 303 31 38,nw-kazimierza@wody.gov.pl,
49.9853707,20.4290965,Nadzór Wodny w Bochni,32-700,+48 69 183 18 38,nwbochnia@wody.gov.pl,
49.9696205,20.6018501,Nadzór Wodny w Brzesku,32-800,+48 14 663 10 02,nw-brzesko@wody.gov.pl,
50.045879,19.798774,Nadzór Wodny w Krakowie,32-060,+48 12 629 06 80,nwkrakow@wody.gov.pl,
49.8326024,19.9550363,Nadzór Wodny w Myślenicach,32-400,+48 12 628 41 60,nwmyslenice@wody.gov.pl,
50.0441985,19.2131796,Nadzór Wodny w Oświęcimiu,32-600,+48 60 759 45 15,nw-oswiecim@wody.gov.pl,
50.1976526,20.3002922,Nadzór Wodny w Proszowicach,32-100,+48 69 325 52 54,nw-proszowice@wody.gov.pl,
49.627024,20.9526859,Nadzór Wodny w Grybowie,33-330,+48 66 762 36 30,nwgrybow@wody.gov.pl,
49.6995625,20.4172785,Nadzór Wodny w Limanowej,34-600,+48 57 344 38 83,nwlimanowa@wody.gov.pl,
49.3563459,20.8977774,Nadzór Wodny w Muszynie,33-370,+48 66 764 36 42,nwmuszyna@wody.gov.pl,
49.4684105,20.0010489,Nadzór Wodny w Nowym Targu,34-400,+48 57 344 38 79,nwnowytarg@wody.gov.pl,
49.9994318,20.9881461,Nadzór Wodny w Tarnowie,33-100,+48 57 344 38 85,nwtarnow@wody.gov.pl,
50.1769427,20.9777055,Nadzór Wodny w Dąbrowie Tarnowskiej,33-200,+48 60 926 32 69,nw-dabrowatarnowska@wody.gov.pl,
50.7987372,21.4327422,Nadzór Wodny w Opatowie,27-500,+48 60 924 52 41,nwopatow@wody.gov.pl,
50.4267081,21.2800721,Nadzór Wodny w Połańcu,28-230,+48 60 829 21 85,nwpolaniec@wody.gov.pl,
50.6796861,21.7384659,Nadzór Wodny w Sandomierzu,27-600,+48 15 833 40 41,nwsandomierz@wody.gov.pl,
50.5660724,21.1704635,Nadzór Wodny w Staszowie,28-200,+48 60 962 56 20,nwstaszow@wody.gov.pl,
49.883513,19.2222711,Nadzór Wodny w Kętach,32-650,+48 60 918 93 23,nwkety@wody.gov.pl,
49.7383335,19.5869962,Nadzór Wodny w Suchej Beskidzkiej,34-200,+48 33 843 61 95,nwsuchabeskidzka@wody.gov.pl,
49.8817184,19.4910781,Nadzór Wodny w Wadowicach,34-100,+48 60 740 81 44,nwwadowice@wody.gov.pl,
49.6864484,19.191169,Nadzór Wodny w Żywcu,34-300,+48 66 565 65 59,nwzywiec@wody.gov.pl,
50.3026555,18.6680199,Regionalny Zarząd Gospodarki Wodnej w Gliwicach,44-100,+48 32 777 49 50,gliwice@wody.gov.pl,RZGW w Gliwicach
50.2917863,18.6884863,Zarząd Zlewni w Gliwicach,44-100,+48 69 322 21 55,zz-gliwice@wody.gov.pl,
50.2689435,19.0219058,Zarząd Zlewni w Katowicach,40-127,+48 32 250 41 27,zz-katowice@wody.gov.pl,
50.6628189,17.916353,Zarząd Zlewni w Opolu,45-089,+48 77 407 47 05,zz-opole@wody.gov.pl,
49.7495268,18.6427088,Nadzór Wodny w Cieszynie,43-400,+48 33 851 00 56,nw-cieszyn@wody.gov.pl,
50.3183881,18.6633146,Nadzór Wodny w Gliwicach,44-100,+48 69 710 21 63,nw-gliwice@wody.gov.pl,
50.1995746,17.8247515,Nadzór Wodny w Głubczycach,48-100,+48 69 710 22 61,nw-glubczyce@wody.gov.pl,
50.35248,18.1517246,Nadzór Wodny w Kędzierzynie-Koźlu,47-220,+48 77 482 04 05,nw-kedzierzyn-kozle@wody.gov.pl,
50.0963822,18.5473664,Nadzór Wodny w Rybniku,44-200,+48 69 710 22 43,nw-rybnik@wody.gov.pl,
49.8555638,19.0352644,Nadzór Wodny w Bielsku-Białej,43-346,+48 33 821 64 64,nw-bielsko-biala@wody.gov.pl,
50.0797892,19.1564964,Nadzór Wodny w Bieruniu,43-155,+48 69 710 19 23,nw-bierun@wody.gov.pl,
50.2701093,19.0210797,Nadzór Wodny w Katowicach,42-460,+48 32 380 65 87,nw-katowice@wody.gov.pl,
50.2779268,19.5581841,Nadzór Wodny w Olkuszu,32-300,+48 32 210 90 41,nw-olkusz@wody.gov.pl,
49.9768862,18.9505798,Nadzór Wodny w Pszczynie,43-200,+48 69 710 14 91,nw-pszczyna@wody.gov.pl,
49.7899125,18.7988685,Nadzór Wodny w Skoczowie,43-430,+48 33 853 33 08,nw-skoczow@wody.gov.pl,
50.9731398,18.2166683,Nadzór Wodny w Kluczborku,46-200,+48 66 122 16 57,nw-kluczbork@wody.gov.pl,
50.4765624,17.967538,Nadzór Wodny w Krapkowicach,47-300,+48 66 122 15 62,nw-krapkowice@wody.gov.pl,
50.6593967,17.92413,Nadzór Wodny w Opolu,45-094,+48 66 122 16 54,nw-opole@wody.gov.pl,
50.3212764,17.5815561,Nadzór Wodny w Prudniku,48-200,+48 66 122 18 13,nw-prudnik@wody.gov.pl,
50.5244815,18.2888026,Nadzór Wodny w Strzelcach Opolskich,47-100,+48 69 322 06 38,nw-strzelceopolskie@wody.gov.pl,
50.4435633,18.8576822,Nadzór Wodny w Tarnowskich Górach,42-600,+48 66 122 13 25,nw-tarnowskiegory@wody.gov.pl,
51.2405845,22.5326418,Regionalny Zarząd Gospodarki Wodnej w Lublinie,20-610,+48 81 531 03 00,lublin@wody.gov.pl,RZGW w Lublinie
52.0401837,23.1080588,Zarząd Zlewni w Białej Podlaskiej,21-500,+48 83 342 70 50,zz-bialapodlaska@wody.gov.pl,
52.3968223,22.2682841,Zarząd Zlewni w Sokołowie Podlaskim,08-300,+48 25 781 28 58,zz-sokolowpodlaski@wody.gov.pl,
50.7051479,23.2755747,Zarząd Zlewni w Zamościu,22-400,+48 84 677 59 70,zz-zamosc@wody.gov.pl,
52.0402957,23.1081552,Nadzór Wodny w Białej Podlaskiej,21-500,+48 83 342 70 64,nw-bialapodlaska@wody.gov.pl,
51.1332687,23.4942545,Nadzór Wodny w Chełmie,22-100,+48 82 565 64 66,nw-chelm@wody.gov.pl,
50.8047375,23.8910197,Nadzór Wodny w Hrubieszowie,22-500,+48 84 696 42 58,nw-hrubieszow@wody.gov.pl,
51.9259914,22.3753655,Nadzór Wodny w Łukowie,21-400,+48 25 798 21 71,nw-lukow@wody.gov.pl,
50.4471447,23.4145765,Nadzór Wodny w Tomaszowie Lubelskim,22-600,+48 84 665 97 82,nw-tomaszowlubelski@wody.gov.pl,
51.5474318,23.5492358,Nadzór Wodny we Włodawie,22-200,+48 82 572 14 01,nw-wlodawa@wody.gov.pl,
52.6796469,22.5043643,Nadzór Wodny w Ciechanowcu,18-230,,nw-ciechanowiec@wody.gov.pl,
52.2209827,22.7093502,Nadzór Wodny w Łosicach,08-200,+48 83 357 37 24,nw-losice@wody.gov.pl,
52.8030651,21.8881731,Nadzór Wodny w Ostrowi Mazowieckiej,07-300,+48 29 745 40 42,nw-ostrowmazowiecka@wody.gov.pl,
52.1681699,22.2742808,Nadzór Wodny w Siedlcach,08-110,+48 25 631 05 33,nw-siedlce@wody.gov.pl,
52.4247298,22.8593158,Nadzór Wodny w Siemiatyczach,17-300,+48 85 655 04 86,nw-siemiatycze@wody.gov.pl,
52.3967961,22.2680481,Nadzór Wodny w Sokołowie Podlaskim,08-300,+48 25 781 28 58,nw-sokolowpodlaski@wody.,
52.3970693,22.0106133,Nadzór Wodny w Węgrowie,07-100,+48 25 792 30 58,nw-wegrow@wody.gov.pl,
52.918863,22.5224792,Nadzór Wodny w Wysokiem Mazowieckiem,18-200,+48 86 270 90 05,nw-wysokiemazowieckie@wody.gov.pl,
50.981842,23.1679582,Nadzór Wodny w Krasnymstawie,22-300,+48 82 576 20 75,nw-krasnystaw@wody.gov.pl,
51.4677423,22.6066023,Nadzór Wodny w Lubartowie,21-100,+48 81 855 28 93,nw-lubartow@wody.gov.pl,
51.2403579,22.5326512,Nadzór Wodny w Lublinie,20-610,+48 81 531 03 37,nw-lublinie@wody.gov.pl,
51.2885247,22.877426,Nadzór Wodny w Łęcznej,21-010,+48 81 884 35 03,nw-leczna@wody.gov.pl,
51.6458251,22.9106702,Nadzór Wodny w Parczewie,21-200,+48 83 355 07 78,nw-parczew@wody.gov.pl,
51.7830754,22.6151509,Nadzór Wodny w Radzyniu Podlaskim,21-300,+48 83 378 31 73,nw-radzynpodlaski@wody.gov.pl,
51.6261504,21.9305479,Nadzór Wodny w Rykach,08-500,+48 81 865 23 59,nw-ryki@wody.gov.pl,
50.7051819,23.2755747,Nadzór Wodny w Zamościu,22-400,+48 84 677 59 70,nw-zamosc@wody.gov.pl,
