node|4736310064|51.4096371|21.1613638||||||Delikatesy Centrum|Delikatesy Centrum
node|4756108251|51.3651405|21.1344164||||||Delikatesy Centrum|Delikatesy Centrum
node|4838371474|49.7000375|20.4174672||||||Delikatesy Centrum|Delikatesy Centrum
node|4881549750|50.2956561|19.1557570||||Bolesława Prusa||Delikatesy Centrum|Delikatesy Centrum
node|4998202743|50.8531744|23.3713722||||||Delikatesy Centrum|
node|5002801019|50.1566148|21.9089420||||||Delikatesy Centrum|Delikatesy Centrum
node|5030539818|51.7980317|18.3408981||||||Delikatesy Centrum|Delikatesy Centrum
node|5043839500|49.4419083|20.4271822||||||Delikatesy Centrum|Delikatesy Centrum
node|5169505520|50.7984236|21.2325192||||||Delikatesy Centrum|Delikatesy Centrum
node|5177071375|49.7273508|21.4726033||||||Delikatesy Centrum|
node|5177999379|50.9150300|17.5205017||||||Delikatesy Centrum|Delikatesy Centrum
node|5179451935|50.7457729|21.6567107||||||Delikatesy Centrum|
node|5187323751|49.7429952|21.4621923||||||Delikatesy Centrum|Delikatesy Centrum
node|5223528022|49.6879778|21.1934467|Gorlice||38-300|Biecka||Delikatesy Centrum|Delikatesy Centrum
node|5241515069|53.3145548|15.0360912||||||Delikatesy Centrum|
node|5271557060|49.6482045|21.6719306||||||Delikatesy Centrum|
node|5287245126|49.5253425|20.3213261|Ochotnica Dolna||34-452|||Delikatesy Centrum|
node|5325521322|49.9446429|19.8869689||||||Delikatesy Centrum|Delikatesy Centrum
node|5381575524|49.8557166|20.8080286|||32-840|||Delikatesy Centrum|
node|5451506283|52.3306864|20.9026376|||05-092|||Delikatesy Centrum|Delikatesy Centrum
node|5485824426|49.7754401|19.6026568|Zembrzyce||34-210|||Delikatesy Centrum|
node|5559071672|49.8764330|21.7529010||||||Delikatesy Centrum|
node|5613858129|50.3350296|18.1005286||||||Delikatesy Centrum|
node|5690886621|49.3394131|22.0736688||||||Delikatesy Centrum|Delikatesy Centrum
node|5691366422|50.3691090|20.8849099||||||Delikatesy Centrum|
node|5894180986|49.7616099|19.0902753||||Wyzwolenia||Delikatesy Centrum|Delikatesy Centrum
node|6067506698|53.4346982|14.5524190||||||Delikatesy Centrum|
node|6132740217|52.3863617|16.8442743||||||Delikatesy Centrum|Delikatesy Centrum
node|6166277551|52.7515019|16.9876227||||||Delikatesy Centrum|
node|6175822210|51.4166701|21.1779434||||||Delikatesy Centrum|Delikatesy Centrum
node|6177252858|50.5795133|16.5003197|Nowa Ruda||57-400|Piłsudskiego||Delikatesy Centrum|
node|6273270261|52.4463470|16.8741531||||||Delikatesy Centrum|
node|6443181521|50.7370633|18.0765940||||||Delikatesy Centrum|
node|6547115738|49.7778266|20.1903067||||||Delikatesy Centrum|Delikatesy Centrum
node|6570170766|51.2579605|22.5409430||||||Delikatesy Centrum|Delikatesy Centrum
node|6644606778|49.7122463|19.3079867||||||Delikatesy Centrum|Delikatesy Centrum
node|6687168209|49.6325876|21.7850235||||||Delikatesy Centrum|Delikatesy Centrum
node|6700910371|49.6910194|21.7554898||||||Delikatesy Centrum|Delikatesy Centrum
node|6852672451|53.0619810|19.4197112||||||Delikatesy Centrum|
node|6937101920|50.2878175|21.4489710||||||Delikatesy Centrum|Delikatesy Centrum
node|7096836635|51.4287479|21.1619714||||||Delikatesy Centrum|Delikatesy Centrum
node|7342978470|50.3495742|18.8764195||||||Delikatesy Centrum|Delikatesy Centrum
node|7652594556|51.0505341|20.8315331||||||Delikatesy Centrum|Delikatesy Centrum
node|7716545071|51.3145505|20.9840290||||||Delikatesy Centrum|Delikatesy Centrum
node|7762523744|50.1971799|21.2751712||||||Delikatesy Centrum|Delikatesy Centrum
node|7781866323|52.4101805|16.9793880||||||Delikatesy Centrum|Delikatesy Centrum
node|7788287242|50.2644923|21.2869019||||||Delikatesy Centrum|Delikatesy Centrum
node|7877632245|49.7183334|21.6513705||||||Delikatesy Centrum|Delikatesy Centrum
node|7888752786|51.0575785|16.1872125||||||Delikatesy Centrum|
node|8019268269|52.1990820|21.0035578||||||Delikatesy Centrum|Delikatesy Centrum
node|8050465606|49.9967582|20.0680024||||||Delikatesy Centrum|
node|8151862119|53.3982669|14.5251940||||||Delikatesy Centrum|Delikatesy Centrum
node|8342655196|52.9956632|16.9162570||||||Delikatesy Centrum|Delikatesy Centrum
node|8476130313|51.3497785|20.6266002||||||Delikatesy Centrum|Delikatesy Centrum
node|8496592291|49.9947479|19.9459612||||||Delikatesy Centrum|Delikatesy Centrum
node|8518130766|53.8163188|15.6768589||||||Delikatesy Centrum|
node|8789596979|49.7849685|20.9733702||||||Delikatesy Centrum|Delikatesy Centrum
node|8890564224|52.1955902|20.9838103||||||Delikatesy Centrum|Delikatesy Centrum
node|8981895535|49.7364181|18.7394983||||||Delikatesy Centrum|Delikatesy Centrum
node|9046431593|49.7906047|19.0487405||||||Delikatesy Centrum|Delikatesy Centrum
node|9048321669|50.8282959|20.5275462||||||Delikatesy Centrum|Delikatesy Centrum
node|9309983217|52.1862621|20.8956660||||||Delikatesy Centrum|Delikatesy Centrum
node|9337733232|50.3797571|22.9124060||||||Delikatesy Centrum|Delikatesy Centrum
node|9416754591|52.2184337|22.7109244||||||Delikatesy Centrum|Delikatesy Centrum
node|9457968918|50.2028173|21.8865724||||||Delikatesy Centrum|Delikatesy Centrum
node|9581396944|50.2389123|19.2762008||||||Delikatesy Centrum|Delikatesy Centrum
node|9680837675|50.8006401|20.4693497||||||Delikatesy Centrum|Delikatesy Centrum
node|9699826186|49.8917864|22.2904116||||||Delikatesy Centrum|
node|9775399791|49.9610791|18.7745912||||||Delikatesy Centrum|Delikatesy Centrum
node|9825914741|49.9566008|22.8121072||||||Delikatesy Centrum|Delikatesy Centrum
node|9906166889|50.6463024|17.9076031||||||Delikatesy Centrum|Delikatesy Centrum
node|9987886342|49.4341208|20.7440310||||||Delikatesy Centrum|Delikatesy Centrum
node|9988073197|49.4144820|22.4491107||||||Delikatesy Centrum|Delikatesy Centrum
node|10597099685|54.2384413|20.1240840||||||Delikatesy Centrum|Delikatesy Centrum
node|10638523990|51.3890067|22.1856681||||||Delikatesy Centrum|
node|10782501631|50.2849650|22.2537485||||||Delikatesy Centrum|
node|10861809240|50.4157921|21.7501175||||||Delikatesy Centrum|Delikatesy Centrum
node|10886338264|50.7155146|23.3062409||||||Delikatesy Centrum|
node|10896508928|50.7606551|20.5947483||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508930|49.7412118|18.8829493||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508931|50.1177400|21.8612700||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508937|52.4965634|20.0383889||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508938|49.9783279|20.4285861||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508939|49.9677357|20.4420141||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508941|49.8889234|22.1007369||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508949|49.8971315|19.0567338||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508950|50.2446984|20.5996165||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508953|52.6808601|20.2558836||||||Delikatesy Centrum|Delikatesy Centrum
way|101212790|51.1163798|17.0563455||||||Delikatesy Centrum|
way|119564248|51.7098400|18.6254638||||||Delikatesy Centrum|Delikatesy Centrum
way|149128952|51.2165885|18.5831528||||||Delikatesy Centrum|Delikatesy Centrum
way|170862601|50.9373343|17.2989880||||||Delikatesy Centrum|Delikatesy Centrum
way|188762460|50.7711649|16.9320809|Kondratowice||57-150|Długa||Delikatesy Centrum|
way|190104674|52.3155398|16.1227820|Nowy Tomyśl||64-300|||Delikatesy Centrum|Delikatesy Centrum
way|191795286|50.0824238|22.2334455||||||Delikatesy Centrum|
way|208144851|51.3060837|20.1101996||||||Delikatesy Centrum|
way|209636421|50.1130062|18.2716395||||||Delikatesy Centrum|Delikatesy Centrum
way|215776739|49.8068768|21.8845633|Lutcza||38-112|||Delikatesy Centrum|
way|217673603|50.2691404|19.7278908||||||Delikatesy Centrum|Delikatesy Centrum
way|219249676|50.1395922|18.0848582||||||Delikatesy Centrum|Delikatesy Centrum
way|221468198|50.0841140|18.0914813||||||Delikatesy Centrum|Delikatesy Centrum
way|231433553|49.5208483|21.1376445|Uście Gorlickie||38-315||Uście Gorlickie|Delikatesy Centrum|
way|238480155|49.5043956|19.1016341||||Rynek||Delikatesy Centrum|Delikatesy Centrum
way|249502059|50.9674866|18.9822772||||||Delikatesy Centrum|
way|250531056|51.6653070|17.7971541||||||Delikatesy Centrum|
way|253190868|50.3533639|18.8410626||||||Delikatesy Centrum|Delikatesy Centrum
way|256420468|51.3359483|18.6214621||||||Delikatesy Centrum|
way|257412483|50.8471809|16.4869878|Świdnica||58-100|Waleriana Łukasińskiego||Delikatesy Centrum|
way|264890639|49.6614254|19.5641805||||||Delikatesy Centrum|
way|283068275|51.0540053|18.4493494||||||Delikatesy Centrum|
way|288209236|49.6480959|21.1523124||||Tadeusza Kościuszki||Delikatesy Centrum|
way|292647441|50.0631420|21.3645530||||||Delikatesy Centrum|Delikatesy Centrum
way|298432628|49.9865837|22.5381225||||||Delikatesy Centrum|Delikatesy Centrum
way|298653537|50.0943723|20.0563212||||||Delikatesy Centrum|Delikatesy Centrum
way|305856132|49.8025021|21.6719003||||||Delikatesy Centrum|
way|322002766|50.2658904|21.8594479||||||Delikatesy Centrum|Delikatesy Centrum
way|327151681|54.2513033|23.1796157|Puńsk||16-515|||Delikatesy Centrum|Delikatesy Centrum
way|327907865|49.4736077|19.6386251||||||Delikatesy Centrum|
way|342685069|52.8802801|16.0152717||||||Delikatesy Centrum|
way|345362852|49.6767410|20.0853698||||||Delikatesy Centrum|Delikatesy Centrum
way|351973897|49.9583468|19.7287635||||||Delikatesy Centrum|Delikatesy Centrum
way|356611363|50.3937139|21.0415723||||||Delikatesy Centrum|
way|364644896|49.6058572|19.1162216||||||Delikatesy Centrum|Delikatesy Centrum
way|376337131|54.2696333|18.6101839||||||Delikatesy Centrum|Delikatesy Centrum
way|378389976|49.7188022|18.6591492||||||Delikatesy Centrum|
way|379390589|49.6093494|19.1261199||||||Delikatesy Centrum|Delikatesy Centrum
way|380105686|49.5717611|19.0486614||||||Delikatesy Centrum|Delikatesy Centrum
way|388775531|49.6165126|19.3510227||||||Delikatesy Centrum|Delikatesy Centrum
way|391947420|51.1582267|21.6564902|Lipsko||27-300|||Delikatesy Centrum|Delikatesy Centrum
way|392183806|49.8114548|19.7790447||||||Delikatesy Centrum|Delikatesy Centrum
way|393065287|49.7865834|20.1174511||||||Delikatesy Centrum|
way|395455526|49.9565714|20.1497047||||||Delikatesy Centrum|Delikatesy Centrum
way|402910378|49.5533892|21.6881586||||||Delikatesy Centrum|Delikatesy Centrum
way|419205615|51.2865563|17.8989369||||||Delikatesy Centrum|Delikatesy Centrum
way|426104408|52.6924958|22.0587896||||||Delikatesy Centrum|Delikatesy Centrum
way|435374142|49.3694195|22.4194425||||||Delikatesy Centrum|Delikatesy Centrum
way|439343316|50.5588855|21.1789534||||||Delikatesy Centrum|Delikatesy Centrum
way|439709254|50.5642373|21.5262724||||||Delikatesy Centrum|
way|440667102|50.6667426|17.9031466||||||Delikatesy Centrum|
way|440673860|50.7372903|21.7913838||||||Delikatesy Centrum|
way|458876577|49.9698391|19.3735056|Piotrowice||32-641|Andrychowska||Delikatesy Centrum|Delikatesy Centrum
way|467195303|51.7894129|19.3168227||||||Delikatesy Centrum|
way|474390407|49.5778804|20.5987726||||||Delikatesy Centrum|
way|488337984|53.3227365|21.5235088||||||Delikatesy Centrum|Delikatesy Centrum
way|496588057|51.0352240|18.9262647||||||Delikatesy Centrum|Delikatesy Centrum
way|499489710|50.1171959|20.6354045||||||Delikatesy Centrum|
way|505581183|50.4541426|21.0745980||||||Delikatesy Centrum|Delikatesy Centrum
way|512958132|51.7980588|18.3410267||||||Delikatesy Centrum|Delikatesy Centrum
way|532560565|49.9733965|18.2481117||||||Delikatesy Centrum|
way|539446442|49.8775082|21.3047034||||||Delikatesy Centrum|Delikatesy Centrum
way|542817806|49.6589890|19.1716332||||||Delikatesy Centrum|Delikatesy Centrum
way|550437960|49.7398030|21.4853635||||||Delikatesy Centrum|Delikatesy Centrum
way|568719501|49.7151775|19.2378691||||||Delikatesy Centrum|Delikatesy Centrum
way|573548813|49.5736012|22.1503026|Zabłotce||38-500|||Delikatesy Centrum|
way|577490980|52.2644359|18.0082546||||||Delikatesy Centrum|
way|590867855|53.6246322|21.8268314||||||Delikatesy Centrum|Delikatesy Centrum
way|625639264|53.8985808|17.9346490||||||Delikatesy Centrum|Delikatesy Centrum
way|637488753|49.8322017|18.6538110|Kończyce Wielkie||43-416|Księdza Olszaka||Delikatesy Centrum|Delikatesy Centrum
way|637489362|50.4482716|20.5897936||||||Delikatesy Centrum|
way|660580201|50.5566386|21.1641594||||||Delikatesy Centrum|Delikatesy Centrum
way|702113639|50.9700105|18.7275892||||||Delikatesy Centrum|Delikatesy Centrum
way|707001609|51.3121705|21.2506681||||||Delikatesy Centrum|Delikatesy Centrum
way|711241920|49.6325381|21.7852206||||||Delikatesy Centrum|
way|715313005|50.2570465|22.3069576||||||Delikatesy Centrum|Delikatesy Centrum
way|783085967|50.3183570|20.4022199||||||Delikatesy Centrum|Delikatesy Centrum
way|788818369|49.8190771|21.3945006||||||Delikatesy Centrum|Delikatesy Centrum
way|805311238|49.6434005|19.1786367||||||Delikatesy Centrum|Delikatesy Centrum
way|809633071|50.0646533|22.4915936||||||Delikatesy Centrum|Delikatesy Centrum
way|812416417|50.0513620|22.5009485||||||Delikatesy Centrum|Delikatesy Centrum
way|837784556|52.0754368|19.6568709||||||Delikatesy Centrum|Delikatesy Centrum
way|841333839|50.8870328|19.4505708||||||Delikatesy Centrum|
way|841632657|50.9065583|18.9326609|Kłobuck||42-100|Armii Krajowej||Delikatesy Centrum|Delikatesy Centrum
way|844259920|51.1051504|19.7891372||||||Delikatesy Centrum|
way|877682954|51.9579296|19.2757272|Ozorków||95-035|Konstytucji 3 Maja||Delikatesy Centrum|Delikatesy Centrum
way|883805436|49.6987467|21.4054395||||||Delikatesy Centrum|Delikatesy Centrum
way|895347034|50.5902672|21.0046835|Szydłów||28-225|Kielecka||Delikatesy Centrum|Delikatesy Centrum
way|906274628|49.5530572|22.2282511||||||Delikatesy Centrum|
way|915892114|51.2455092|20.7687767||||||Delikatesy Centrum|Delikatesy Centrum
way|929338872|50.0767447|22.7206042||||||Delikatesy Centrum|Delikatesy Centrum
way|933019856|50.7000008|20.4530559||||||Delikatesy Centrum|Delikatesy Centrum
way|949846137|51.3608782|21.5753532||||||Delikatesy Centrum|Delikatesy Centrum
way|954771149|50.9313803|20.5658632||||||Delikatesy Centrum|
way|965318965|51.0174914|21.2016908||||||Delikatesy Centrum|Delikatesy Centrum
way|1000271717|49.8138979|20.6800732||||||Delikatesy Centrum|Delikatesy Centrum
way|1013160770|51.6026090|16.8249275||||||Delikatesy Centrum|Delikatesy Centrum
way|1068617826|54.0880026|21.9200298||||||Delikatesy Centrum|Delikatesy Centrum
way|1090726791|50.0665580|22.1196586||||||Delikatesy Centrum|Delikatesy Centrum
way|1095846377|50.4473680|20.1409385||||||Delikatesy Centrum|
way|1104104113|50.1341742|20.1157628||||||Delikatesy Centrum|Delikatesy Centrum
way|1115608200|50.0873318|21.9514591||||||Delikatesy Centrum|Delikatesy Centrum
way|1136462675|50.3851148|21.3480723||||||Delikatesy Centrum|
way|1156548169|52.6977827|21.8482072|Brok||07-306|Jarosława Dąbrowskiego||Delikatesy Centrum|
